,lang,tweet,polarity
3215,ja,ヨーロッパでさえまだスコットランドやカタルーニャのように独立を志向する余地がある。ウクライナ、クリミアのこともある。アメリカも生産ラインを国内に戻しつつある。その国らしさこそが武器になる時代がすぐそこまで来ている。だからこの選挙で時代錯誤なグローバリズムをリセットしなくては。,positive
3216,ja,イギリス経済の復活と言っても、スコットランドの独立 騒ぎでもわかるように実態は怪しいものだ,neutral
3217,ja,なるほどなぁ。 スコットランドの独立運動はロスチャイルドの仕業やわ！,negative
3218,ja,英グラスゴーで十八日夜、サッカーのスコットランドとイングランド両代表の国際親善試合が行われた。英国からの独立を問う九月の住民投票で愛国心が高まっただけに、国の歴史も絡んだ「積年の仇敵（きゅうてき）」を迎えたスタジアムは、「スコットランド！」の大声援で包まれた。,neutral
3219,ja,今、色んな事で頭がいっぱいなの。あなたを代理母に選んだのは、スコットランド人の独立精神を見込んでのことよ。検診に私が付き添ったりしたら、スコットランドの恥になるんじゃない？勇敢な民族の。（Wilhelmina）,neutral
3220,ja,なぜニッカウィスキーでウィスキー誕生の歴史まで遡って紹介しないのか考えたが、あれか。ウィスキー自体、イングランドによるスコットランド支配の圧政の中で誕生した抗争の歴史を背負ってるからや…現代のスコットランド独立問題に繋がる。＞RT,neutral
3221,ja,昨夜映画「ブレイブハート」がＴＶでやってたので観たけど、あーいうの知らないとちょっと前のスコットランド独立問題への理解が違ってくるなぁ。日本も敵の首を切るなどやってたけど、向こうのはちょっとえげつないなぁ。,negative
3222,ja,God Save The Queen にスコットランドのファンから物凄いブーイングだったが、このスタジアムのあるグラスゴーは独立投票で過半数イエスだったな。,neutral
3223,ja,@tosume サラエボ100年をたどってⅢ、頑張って読んでいます。ボスニアの内戦＝民族対立の図式は、日本と韓国や中国でもありましたが、風シリーズで梅原さんが何度も書かれているスコットランドの独立問題も内戦に含まれるとしたら、さすがに紳士の国・英国の対応はスマートだと思います。,neutral
3224,ja,『ブレイブハート』は1995年のアメリカ映画。メル・ギブソン主演・監督。アカデミー音響効果賞、アカデミー作品賞、アカデミーメイクアップ賞、アカデミー監督賞、アカデミー撮影賞を受賞。スコットランドの独立のために戦った実在の人物ウィリアム・ウォレスの生涯を描いた歴史映画。wikiより,neutral
3225,ja,@TakumiJ18 スコットランドがイングランドから独立をしていくっていう映画 泣ける(T^T),neutral
3226,ja,ブレイブハートの最後ヒドイな 主人公あんだけ頑張ったのに拷問されて死ぬとか スコットランド独立できたから良かったけど,positive
3227,ja,スペインはガリシア、イギリスのスコットランド。これらは独立は今のところ難しい。尤も、ガリシアはそんな噂すらないが。 だがカタルーニャは、独立の要素を満たしていると私は考える。,neutral
3228,ja,北アイルランド代表の躍進を聞いて北アイルランドはスコットランドのように独立投票しないの？て思う 元々アイルランドだし、独立闘争は凄いものがあったし。 まぁ、独立よりアイルランドに戻りたいのが本心だろうから外交摩擦もあるしそれは難しいんだろーなと。,neutral
3229,ja,BSTBSで放送されている「ブレーブハート」。スターリングでイングランド軍を破ったウイリアム モリスを題材としている。スコットランドの独立問題で改めて脚光を浴びた。戦闘シーンは結構な迫力だ。,neutral
3230,ja,BS-TBSで『ブレイブハート』やってる。この前のスコットランド独立住民投票の時期に、向こうでテレビ放映したりしてたのかな？,neutral
3231,ja,七つの海は庭だかんなとか言ってるからスコットランドに独立されかけるんだよ。,negative
3232,ja,先日の選挙でスコットランドが独立してたら、また違った味わいがあったんだが。,neutral
3233,ja,@m_spo4130 スコットランド対イングランドは見たい試合ですね。プレー自体もそうですが、セルティックパークの雰囲気もどんな感じになるのか見てみたい。「ゴッド・セーブザクィーン」でどれだけブーイングが出るのか、とかw 独立が成らなかった分、地元サポも燃えると思うんですよね。,neutral
3234,ja,@yusa_mep 今年９月のスコットランド独立投票が否決となったので、広義では「イギリス人」で間違い無い。ただし、イングランド人とは言わないでやってくれよ。,neutral
3235,ja,映画ドラえもん のび太のスコットランド独立運動 #歴史もしくはミリタリー用語に映画ドラえもんのび太のを付けると劇場版ドラえもん,neutral
3236,ja,スコットランド独立の住民投票があった時，一番懸念したのは，ユニオンジャックが解体されて，カレンのパーカーの存在が危うくなること。,negative
3237,ja,ほっちゃんが制服で出てきた瞬間「スクランブルあるぞぉぉぉおお！！？？？！？」って確信し見事に玉砕されて逝ったヲタクたちの怒りの矛先が誤った方向に向かって起きたのがスコットランド独立問題,neutral
